Rank by Integral,Energy (eV),Rank by Energy,TOF (us),Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,2575.45,(3),33.4151,15789.6,63.46,(3),987.315,(2),none
1,5388.89,(6),23.1004,15210.7,120.42,(0),484.932,(4),none
2,3363.89,(4),29.2381,11728.0,61.09,(4),750.907,(3),none
3,862.117,(1),57.7546,11421.2,13.798,(7),2575.38,(0),none
4,7150.16,(8),20.0545,9062.78,113.73,(1),364.755,(7),none
5,6438.6,(7),21.1336,7754.45,75.7,(2),393.698,(6),none
6,4313.48,(5),25.82,2836.78,33.03,(5),424.85,(5),none
7,378.017,(0),87.2196,2733.29,8.183,(8),1798.41,(1),none
8,8480.83,(9),18.4141,1074.49,32.21,(6),152.422,(8),none
9,920.0,(2),55.9082,135.385,7.301,(9),100.478,(9),none
